TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-06 22:06:05,1778105165201,byldrs-guardian-website.vercel.app/api/guardian-ai,POST,,200,cgvpg-1778105165201-54a85725c89c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/guardian-ai,byldrs-guardian-website.vercel.app,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,12,iad1,253,2048,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,01KQZN79G5RAJ1813941F9SB9T,NI4z1eApDWJd,1,,
2026-05-06 22:06:03,1778105163489,byldrs-guardian-website.vercel.app/api/guardian-ai,POST,,200,hj2xg-1778105163317-1f4f892b5b7c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/guardian-ai,byldrs-guardian-website.vercel.app,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,,,,,"[Guardian AI] Error: Error: Configuration file not found or invalid. Please create .z-ai-config in your project, home directory, or /etc.
    at R (.next/server/chunks/[root-of-the-server]__81954c2b._.js:1:867)
    at async A.create (.next/server/chunks/[root-of-the-server]__81954c2b._.js:1:1584)
    at async k (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:1963)
    at async c (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:6012)
    at async l (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:7053)
    at async Module.L (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:8131)",prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:06:03,1778105163317,byldrs-guardian-website.vercel.app/api/guardian-ai,POST,,200,hj2xg-1778105163317-1f4f892b5b7c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/guardian-ai,byldrs-guardian-website.vercel.app,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,40,iad1,256,2048,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,01KQZN77NJ6X7RTC0PH7FVRHDR,NI4z1eApDWJd,1,,
2026-05-06 22:05:58,1778105158563,byldrs-guardian-website.vercel.app/manifest.webmanifest,GET,,200,8x9s5-1778105158563-9372e427a9b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/manifest.webmanifest,byldrs-guardian-website.vercel.app,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,256,bom1,,,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:05:58,1778105158143,byldrs-guardian-website.vercel.app/,GET,,200,k598b-1778105158143-0aa7d5233523,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/,byldrs-guardian-website.vercel.app,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,261,bom1,,,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:05:54,1778105154268,byldrsguardian.com/api/guardian-ai,POST,,200,bs74f-1778105154129-51f4a3ba0a21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/guardian-ai,byldrsguardian.com,byldrsguardian.com,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,,,,,"[Guardian AI] Error: Error: Configuration file not found or invalid. Please create .z-ai-config in your project, home directory, or /etc.
    at R (.next/server/chunks/[root-of-the-server]__81954c2b._.js:1:867)
    at async A.create (.next/server/chunks/[root-of-the-server]__81954c2b._.js:1:1584)
    at async k (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:1963)
    at async c (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:6012)
    at async l (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:7053)
    at async Module.L (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:8131)",prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:05:54,1778105154129,byldrsguardian.com/api/guardian-ai,POST,,200,bs74f-1778105154129-51f4a3ba0a21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/guardian-ai,byldrsguardian.com,byldrsguardian.com,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,25,iad1,254,2048,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,01KQZN6YP2JD35VGB52YQSCK75,NI4z1eApDWJd,1,,
2026-05-06 22:05:52,1778105152082,byldrsguardian.com/api/guardian-ai,DELETE,,200,9xf4z-1778105152082-fd9fc064c032,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/guardian-ai,byldrsguardian.com,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,420,iad1,253,2048,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,01KQZN6WP7BPFSASGRRK0QVJ9R,NI4z1eApDWJd,1,,
2026-05-06 22:05:47,1778105147525,byldrsguardian.com/api/guardian-ai,POST,,200,bs74f-1778105147368-55996303b374,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/guardian-ai,byldrsguardian.com,byldrsguardian.com,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,,,,,"[Guardian AI] Error: Error: Configuration file not found or invalid. Please create .z-ai-config in your project, home directory, or /etc.
    at R (.next/server/chunks/[root-of-the-server]__81954c2b._.js:1:867)
    at async A.create (.next/server/chunks/[root-of-the-server]__81954c2b._.js:1:1584)
    at async k (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:1963)
    at async c (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:6012)
    at async l (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:7053)
    at async Module.L (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:8131)",prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:05:47,1778105147368,byldrsguardian.com/api/guardian-ai,POST,,200,bs74f-1778105147368-55996303b374,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/guardian-ai,byldrsguardian.com,byldrsguardian.com,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,19,iad1,270,2048,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,01KQZN6R3370M9WXKM0HW2YXZE,ctyIjiT88aBs,1,,
2026-05-06 22:05:45,1778105145072,byldrsguardian.com/api/guardian-ai,POST,,200,8x9s5-1778105143849-0bb3a18da2c9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/guardian-ai,byldrsguardian.com,byldrsguardian.com,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,,,,,"[Guardian AI] Error: Error: Configuration file not found or invalid. Please create .z-ai-config in your project, home directory, or /etc.
    at R (.next/server/chunks/[root-of-the-server]__81954c2b._.js:1:867)
    at async A.create (.next/server/chunks/[root-of-the-server]__81954c2b._.js:1:1584)
    at async k (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:1963)
    at async c (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:6012)
    at async l (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:7053)
    at async Module.L (.next/server/chunks/[root-of-the-server]__81954c2b._.js:105:8131)",prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:05:43,1778105143849,byldrsguardian.com/api/guardian-ai,POST,,200,8x9s5-1778105143849-0bb3a18da2c9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,MISS,function,/api/guardian-ai,byldrsguardian.com,byldrsguardian.com,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,663,iad1,270,2048,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,01KQZN6MY6TP14DQ7Z6TB2TBCE,ctyIjiT88aBs,1,,
2026-05-06 22:05:35,1778105135810,byldrsguardian.com/manifest.webmanifest,GET,,200,467lt-1778105135810-7f4b5d906619,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/manifest.webmanifest,byldrsguardian.com,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,751,bom1,,,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:05:34,1778105134053,byldrsguardian.com/,GET,,200,k598b-1778105134053-56e4ee171b63,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,main,HIT,static,/,byldrsguardian.com,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,1603,bom1,,,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:05:14,1778105114034,byldrs-guardian-website-2hyzzhplp-topon.vercel.app/,GET,,200,6wt95-1778105114034-a3ac46df1ff1,vercel-favicon/1.0,,production,main,PRERENDER,static,/,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,162,sfo1,,,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
2026-05-06 22:05:14,1778105114032,byldrs-guardian-website-2hyzzhplp-topon.vercel.app/,GET,,200,p2njz-1778105114032-78f3f9fa568b,vercel-favicon/1.0,,production,main,PRERENDER,static,/,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,byldrs-guardian-website-2hyzzhplp-topon.vercel.app,dpl_FxopYNczxEKENuTwF3wgyUJ26xCw,196,sfo1,,,,prj_4iNDBJO6QtFYAPMTNovTwnfTjkYN,,,,,,,
